id,dc.degree.name,Field,Department,College,dc.degree.discipline,dc.identifier.uri,dc.date.copyright,,,Comment
47395,Doctor of Philosophy (Ph. D.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/41763,8/7/2013,,2013,
55358,Doctor of Philosophy (Ph. D.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/49288,5/14/2014,,2014,
55567,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/50008,6/13/2014,,2014,
58145,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/52325,7/14/2014,,2014,
58603,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/52356,9/5/2014,,2014,
64133,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/57505,9/17/2015,,2015,
63947,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/57428,9/18/2015,,2015,
64208,Master of Science (M.S.),Water Resources Science,Water Resources,,Graduate School,http://hdl.handle.net/1957/57496,9/21/2015,,2015,
41029,Master of Science (M.S.),,,,Graduate School,http://hdl.handle.net/1957/35823,6/9/1993,,1993,
43793,Doctor of Philosophy (Ph. D.),,,,Graduate School,http://hdl.handle.net/1957/38437,4/17/2013,,2013,
18669,Doctor of Philosophy (Ph. D.),Geography,,,Graduate School ,http://hdl.handle.net/1957/15243,2/10/2010,,2010,
4916,Master of Arts (M.A.),History of Science,,,Graduate School ,http://hdl.handle.net/1957/3927,11/7/2006,,2006,
15916,Master of Arts,Interdisciplinary Studies (M.A.I.S.),,,Graduate School ,http://hdl.handle.net/1957/12553,7/20/2000,,2000,
7133,Master of Arts,Interdisciplinary Studies (M.A.I.S.),,,Graduate School ,http://hdl.handle.net/1957/5635,6/7/2007,,2007,
10540,Doctor of Philosophy (Ph. D.),Molecular and Cellular Biology,Molecular and Cellular Biology,,Graduate School ,http://hdl.handle.net/1957/8337,3/21/2008,,2008,
22354,,,,,Graduate School ,http://hdl.handle.net/1957/18625,9/9/2010,,2010,
22645,Doctor of Philosophy (Ph. D.),Agricultural and Resource Economics,Agricultural and Resource Economics,,Health and Human Sciences,http://hdl.handle.net/1957/18957,9/10/1999,Home Economics,1999,
11610,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/8986,0,Home Economics,1904,
12853,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/9991,0,Home Economics,1904,
44411,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39706,12/9/1988,Home Economics,1988,
44673,Master of Arts (M.A.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39078,5/2/1989,Home Economics,1989,
43905,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/38442,6/9/1989,Home Economics,1989,
43486,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/38132,5/1/1991,Home Economics,1991,
42165,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/37329,12/9/1991,Home Economics,1991,
42156,Master of Science (M.S.),"Apparel, Interiors and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/37294,2/5/1992,Home Economics,1992,
45087,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39718,4/29/1988,Home Economics,1988,
44446,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39712,7/26/1988,Home Economics,1988,
44052,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39724,5/4/1989,Home Economics,1989,
43798,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/39725,4/24/1990,Home Economics,1990,
42964,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/37546,5/22/1990,Home Economics,1990,
43287,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/37966,2/5/1991,Home Economics,1991,
43382,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/38035,2/19/1991,Home Economics,1991,
42166,Master of Science (M.S.),"Apparel, Interiors, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/36723,6/6/1991,Home Economics,1991,
40354,Master of Science (M.S.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35171,4/24/1995,Home Economics and Education,1995,
39999,Master of Science (M.S.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34848,3/18/1996,Home Economics and Education,1996,
15280,Master of Science (M.S.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/12009,6/13/1996,Home Economics and Education,1996,
39376,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34337,11/4/1996,Home Economics and Education,1996,
38554,Master of Science (M.S.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/33565,12/9/1998,Home Economics and Education,1998,
37635,Master of Science (M.S.),"Apparel, Interiors, Housing and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/32381,10/14/2002,Home Economics and Education,2002,
40841,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35648,5/28/1993,Home Economics and Education,1993,
40924,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35728,8/12/1993,Home Economics and Education,1993,
40954,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35751,2/17/1994,Home Economics and Education,1994,
40206,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35242,9/27/1994,Home Economics and Education,1994,
40174,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35155,1/26/1995,Home Economics and Education,1995,
40254,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35239,4/19/1995,Home Economics and Education,1995,
40203,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/35238,5/5/1995,Home Economics and Education,1995,
39825,Master of Arts (M.A.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34897,6/6/1995,Home Economics and Education,1995,
39808,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34782,1/9/1996,Home Economics and Education,1996,
39640,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34592,5/9/1996,Home Economics and Education,1996,
39223,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34167,9/24/1998,Home Economics and Education,1998,
38646,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/33632,5/3/1999,Home Economics and Education,1999,
39227,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/34179,2/28/2000,Home Economics and Education,2000,
38288,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/33205,3/7/2000,Home Economics and Education,2000,
38178,Master of Science (M.S.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/33105,4/27/2000,Home Economics and Education,2000,
37742,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/32597,6/6/2000,Home Economics and Education,2000,
37808,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/32680,5/2/2001,Home Economics and Education,2001,
34404,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/29901,9/10/2001,Home Economics and Education,2001,
35972,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/31142,8/28/2002,Home Economics and Education,2002,
34258,Doctor of Philosophy (Ph. D.),"Apparel, Interiors, Housing, and Merchandising","Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/29903,10/30/2003,Home Economics and Education,2003,
18571,Master of Science (M.S.),"Clothing, Textiles and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/15053,0,Home Economics,1904,
46069,Master of Science (M.S.),"Clothing, Textiles and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/40007,5/12/1930,Home Economics,1930,
23962,Master of Science (M.S.),"Clothing, Textiles and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/20108,8/11/1971,Home Economics,1971,
17654,Master of Arts (M.A.)in,"Clothing, Textiles, and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/14154,0,Home Economics,1904,
9591,Master of Science (M.S.),"Clothing, Textiles, and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/7503,0,Home Economics,1904,
46739,Master of Science (M.S.),"Clothing, Textiles, and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/41050,10/3/1983,Home Economics,1983,
45847,Master of Science (M.S.),"Clothing, Textiles, and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/40494,4/25/1986,Home Economics,1986,
45212,Master of Science (M.S.),"Clothing, Textiles, and Related Arts","Clothing, Textiles and Related Arts",,Health and Human Sciences,http://hdl.handle.net/1957/39064,6/26/1987,Home Economics,1987,
18714,Doctor of Philosophy (Ph. D.),College Student Services Administration,College Student Services Administration,,Health and Human Sciences,http://hdl.handle.net/1957/15268,0,Education,1904,
16191,Doctor of Philosophy (Ph. D.),College Student Services Administration,College Student Services Administration,,Health and Human Sciences,http://hdl.handle.net/1957/12813,6/1/1992,Education,1992,
37289,Doctor of Philosophy (Ph. D.),Counseling,Counselor Education,,Health and Human Sciences,http://hdl.handle.net/1957/32023,11/8/2002,Education,2002,
6318,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/4847,0,,1904,
35357,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/33310,4/23/2004,,2004,
12171,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/9455,6/8/2004,,2004,
3431,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/2580,6/16/2006,,2006,
5490,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/4370,3/22/2007,,2007,
9534,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/7485,12/20/2007,,2007,
12666,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/9845,11/12/2008,,2008,
13000,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/10153,12/2/2008,,2008,
15119,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/11860,6/5/2009,,2009,
15423,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/12480,6/5/2009,,2009,
15234,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/12112,6/29/2009,,2009,
16933,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/13635,9/22/2009,,2009,
17086,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/13713,12/2/2009,,2009,
19333,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/16066,4/28/2010,,2010,
19408,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/15820,4/29/2010,,2010,
19871,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/16291,6/4/2010,,2010,
20326,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/16512,6/11/2010,,2010,
22381,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/18697,9/16/2010,,2010,
22533,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/18855,9/20/2010,,2010,
23377,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/19593,12/1/2010,,2010,
25958,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/21889,6/3/2011,,2011,
31838,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/26902,11/7/2011,,2011,
35114,Master of Science (M.S.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/31335,5/25/2012,,2012,
36411,Doctor of Philosophy (Ph. D.),Design and Human Environment,"Apparel, Interiors and Merchandising",,Health and Human Sciences,http://hdl.handle.net/1957/31253,7/6/2012,,2012,
44607,Master of Science (M.S.),Education,Family and Consumer Science Education,,Health and Human Sciences,http://hdl.handle.net/1957/39136,2/22/1989,,1989,
39982,Master of Science (M.S.),Environmental Health,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/34814,5/2/1996,,1996,
34971,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/30429,12/3/2003,,2003,
34966,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/30848,4/26/2004,,2004,
22048,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/18376,7/27/2006,,2006,
26301,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/22043,8/15/2006,,2006,
6764,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/5492,4/24/2007,,2007,
9354,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/7444,11/30/2007,,2007,
16686,Master of Science (M.S.),Environmental Health and Occupational Safety Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/13370,10/7/2009,,2009,
44716,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/40910,5/3/1989,,1989,
44149,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/40908,10/6/1989,,1989,
40847,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/35675,12/6/1993,,1993,
40401,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/35161,1/17/1995,,1995,
39923,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/34740,10/23/1995,,1995,
39217,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/34170,5/2/1997,,1997,
39341,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/34289,5/8/1997,,1997,
38604,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/33577,5/1/1998,,1998,
38234,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/33167,7/29/1999,,1999,
38030,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/32991,10/27/1999,,1999,
38068,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/33018,1/31/2000,,2000,
37866,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/32826,11/29/2000,,2000,
37645,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/32390,9/18/2001,,2001,
36467,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/31593,2/3/2003,,2003,
37404,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/32141,6/10/2003,,2003,
24030,Master of Science (M.S.),Environmental Health Management,Public Health,,Health and Human Sciences,http://hdl.handle.net/1957/20169,6/11/2003,,2003,
14632,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/11541,0,,1904,
41567,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/36057,1/17/1992,,1992,
31140,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/26235,7/14/1992,,1992,
34891,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/30144,11/20/2003,,2003,
11773,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/9216,2/24/2004,,2004,
34833,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/30217,3/16/2004,,2004,
34684,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/29936,3/18/2004,,2004,
35163,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/30724,4/13/2004,,2004,
26621,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22492,6/8/2004,,2004,
26815,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22739,6/16/2004,,2004,
26991,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22964,3/16/2005,,2005,
26857,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22809,4/5/2005,,2005,
34020,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/29622,4/15/2005,,2005,
37045,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/31808,4/19/2005,,2005,
33649,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/29079,4/27/2005,,2005,
26918,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22841,6/6/2005,,2005,
33348,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/28867,7/26/2005,,2005,
8164,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/6386,7/18/2007,,2007,
8137,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/6354,8/15/2007,,2007,
8161,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/6376,8/21/2007,,2007,
9712,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/7700,11/7/2007,,2007,
9992,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/8175,11/30/2007,,2007,
11262,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/8910,6/4/2008,,2008,
12268,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/9536,9/11/2008,,2008,
12897,Doctor of Philosophy (Ph. D.),Exercise and sport science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/10125,12/12/2008,,2008,
14503,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/11416,4/17/2009,,2009,
15019,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/11825,5/19/2009,,2009,
15130,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/11920,6/3/2009,,2009,
15767,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/12477,6/4/2009,,2009,
20361,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/17394,5/6/2010,,2010,
19591,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/16035,5/14/2010,,2010,
23450,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/19653,12/10/2010,,2010,
41223,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/35842,10/31/2012,,2012,
42802,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/37362,2/15/2013,,2013,
43959,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/38573,4/5/2013,,2013,
44262,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/38591,4/12/2013,,2013,
45295,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/39667,5/24/2013,,2013,
45384,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/39997,6/7/2013,,2013,
45568,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/40028,6/10/2013,,2013,
46390,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/40307,6/10/2013,,2013,
48579,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/42788,8/15/2013,,2013,
50858,Doctor of Philosophy (Ph. D.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/45047,12/4/2013,,2013,
50667,Master of Science (M.S.),Exercise and Sport Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/44847,12/11/2013,,2013,
26515,Master of Science (M.S.),Exercise and Sports Science,Exercise and Sport Science,,Health and Human Sciences,http://hdl.handle.net/1957/22460,2/2/2005,,2005,
24034,Master of Science (M.S.),Family Life,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/20181,5/21/1974,,1974,
22382,Master of Science (M.S.),Family Life and Home Management,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/18571,3/2/1965,,1965,
46412,Doctor of Philosophy (Ph. D.),Family Resource Management,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/40487,8/1/1983,Home Economics,1983,
46624,Doctor of Philosophy (Ph. D.),Family Resource Management,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/40874,8/29/1983,Home Economics,1983,
46590,Doctor of Philosophy (Ph. D.),Family Resource Management,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/40878,4/30/1984,Home Economics,1984,
46197,Doctor of Philosophy (Ph. D.),Family Resource Management,Family Resource Management,,Health and Human Sciences,http://hdl.handle.net/1957/40490,1/16/1985,Home Economics,1985,
