id,dc.degree.name,Field,Department,College,dc.degree.discipline,dc.identifier.uri,dc.date.copyright,,,Comment
39930,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/34738,3/22/1996,,1996,
39485,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/34491,5/7/1996,,1996,
39178,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/34156,7/18/1996,,1996,
38968,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33920,7/3/1997,,1997,
23741,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/19910,1/20/1998,,1998,
38935,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33866,4/6/1999,,1999,
38299,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33218,6/2/1999,,1999,
38280,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33209,1/26/2000,,2000,
38289,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33189,3/17/2000,,2000,
37750,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/32589,7/12/2000,,2000,
37939,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/32940,9/6/2000,,2000,
37831,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/32752,9/8/2000,,2000,
37824,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/32729,1/11/2001,,2001,
38185,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33118,2/2/2001,,2001,
37677,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/32455,3/18/2002,,2002,
33176,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/29913,8/22/2002,,2002,
28517,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/24187,1/28/2003,,2003,
35273,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/30989,6/25/2003,,2003,
34897,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/30430,8/27/2003,,2003,
34438,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/29973,10/31/2003,,2003,
34978,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/30359,10/31/2003,,2003,
23854,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/20020,12/1/2003,,2003,
33234,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/33311,11/14/2005,,2005,
33128,Doctor of Philosophy (Ph. D.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/28578,4/26/2006,,2006,
12029,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/9351,5/4/2006,,2006,
41466,Master of Science (M.S.),Entomology,Entomology,,Science,http://hdl.handle.net/1957/36039,12/6/2012,,2012,
14478,Doctor of Philosophy (Ph. D.),Environmental Science,Environmental Sciences,,Science,http://hdl.handle.net/1957/11390,3/4/2009,,2009,
17407,Doctor of Philosophy (Ph. D.),Environmental Science,Environmental Sciences,,Science,http://hdl.handle.net/1957/13994,12/16/2009,,2009,
25350,Master of Science (M.S.),Environmental Science,Environmental Sciences,,Science,http://hdl.handle.net/1957/21640,5/4/2011,,2011,
33791,Master of Science (M.S.),Environmental Science,Environmental Sciences,,Science,http://hdl.handle.net/1957/29185,4/19/2012,,2012,
7964,Doctor of Philosophy (Ph. D.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/6222,0,,1904,
7563,Master of Science (M.S.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/5912,6/6/2007,,2007,
7444,Master of Science (M.S.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/6246,6/11/2007,,2007,
10335,Doctor of Philosophy (Ph. D.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/8222,2/22/2008,,2008,
16924,Master of Science (M.S.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/13558,11/23/2009,,2009,
19878,Doctor of Philosophy (Ph. D.),Environmental Sciences,Environmental Sciences,,Science,http://hdl.handle.net/1957/17436,5/14/2010,,2010,
47024,Master of Science (M.S.),Family Resource Management,,,Science,http://hdl.handle.net/1957/42663,3/10/1983,,1983,
13512,Master of Science (M.S.),Forest Entomology,,,Science,http://hdl.handle.net/1957/10541,0,,1904,
13162,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/10226,0,,1904,
13782,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/10748,0,,1904,
19246,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/15677,0,,1904,
10576,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/8301,0,,1904,
19750,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/16130,0,,1904,
12335,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/9578,0,,1904,
38211,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/33137,10/31/1968,,1968,
24834,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/20907,9/2/1969,,1969,
44363,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/38606,7/12/1971,,1971,
27259,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/23012,10/1/1971,,1971,
31902,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/26988,12/15/1971,,1971,
40424,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/35271,12/31/1971,,1971,
25499,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/21430,7/28/1972,,1972,
38188,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/33139,4/30/1981,,1981,
3680,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/2846,12/16/1981,,1981,
46554,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40763,4/30/1985,,1985,
46188,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40679,5/1/1985,,1985,
46133,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40677,8/12/1985,,1985,
45719,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40112,5/23/1986,,1986,
45734,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40114,5/28/1986,,1986,
45945,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40597,4/14/1987,,1987,
45969,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40599,4/29/1987,,1987,
45649,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40200,5/4/1987,,1987,
44431,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/40023,5/24/1988,,1988,
43952,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/38546,8/14/1989,,1989,
43840,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/38417,8/15/1989,,1989,
43913,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/38537,9/28/1989,,1989,
43690,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/38791,10/6/1989,,1989,
43754,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/38388,3/1/1990,,1990,
42826,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/37374,1/23/1991,,1991,
42347,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/37134,6/3/1991,,1991,
42712,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/37269,10/10/1991,,1991,
41544,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/36353,4/27/1992,,1992,
42351,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/37133,4/29/1992,,1992,
41429,Doctor of Philosophy (Ph. D.),General Science,General Science,,Science,http://hdl.handle.net/1957/36619,10/15/1992,,1992,
41485,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/36586,11/23/1992,,1992,
41115,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/36768,5/27/1993,,1993,
41443,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/37056,6/24/1993,,1993,
41208,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/35877,11/18/1993,,1993,
41050,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/37193,6/10/1994,,1994,
40232,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/35262,12/9/1994,,1994,
39975,Master of Arts (M.A.),General Science,General Science,,Science,http://hdl.handle.net/1957/34810,7/6/1995,,1995,
40095,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/34993,5/10/1996,,1996,
39110,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/34076,5/31/1996,,1996,
38976,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/33926,6/14/1996,,1996,
22553,Master of Science (M.S.),General Science,General Science,,Science,http://hdl.handle.net/1957/18865,12/2/1997,,1997,
45807,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/40242,1/20/1986,,1986,
44384,Master of Science (M.S.),Genetics,Biology,,Science,http://hdl.handle.net/1957/39352,2/10/1989,,1989,
44053,Master of Science (M.S.),Genetics,Biology,,Science,http://hdl.handle.net/1957/39341,5/8/1989,,1989,
40528,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/35366,8/10/1993,,1993,
39878,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34867,5/26/1994,,1994,
39957,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34794,9/15/1994,,1994,
40087,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34954,12/6/1994,,1994,
40037,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34882,12/7/1994,,1994,
40132,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/35014,1/13/1995,,1995,
39884,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34866,3/17/1995,,1995,
40175,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/35148,4/14/1995,,1995,
40065,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34947,4/28/1995,,1995,
40096,Master of Science (M.S.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34994,6/30/1995,,1995,
39648,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34623,7/28/1995,,1995,
39742,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34682,8/11/1995,,1995,
39929,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34737,10/25/1995,,1995,
39746,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34699,12/8/1995,,1995,
39132,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34130,1/21/1997,,1997,
39454,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/34467,3/4/1997,,1997,
38888,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/33809,11/21/1997,,1997,
38659,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/33642,12/12/1997,,1997,
39052,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/33998,4/13/1998,,1998,
38676,Master of Science (M.S.),Genetics,Biology,,Science,http://hdl.handle.net/1957/33946,8/26/1998,,1998,
14943,Master of Science (M.S.),Genetics,Biology,,Science,http://hdl.handle.net/1957/11806,3/30/2009,,2009,
17296,Doctor of Philosophy (Ph. D.),Genetics,Biology,,Science,http://hdl.handle.net/1957/13996,12/14/2009,,2009,
11194,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8712,0,,1904,
11541,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9058,0,,1904,
11558,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9045,0,,1904,
11569,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9074,0,,1904,
11570,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9072,0,,1904,
11574,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9070,0,,1904,
11587,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9035,0,,1904,
11595,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9034,0,,1904,
11600,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9031,0,,1904,
11605,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9054,0,,1904,
11695,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9109,0,,1904,
12491,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9694,0,,1904,
12492,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9693,0,,1904,
12261,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9509,0,,1904,
12274,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9523,0,,1904,
12275,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9603,0,,1904,
12280,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9534,0,,1904,
12449,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9655,0,,1904,
12460,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9661,0,,1904,
12469,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9663,0,,1904,
12477,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9672,0,,1904,
12494,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9692,0,,1904,
12507,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9696,0,,1904,
12508,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9695,0,,1904,
12567,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9783,0,,1904,
12584,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9805,0,,1904,
12606,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9850,0,,1904,
12623,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9863,0,,1904,
12624,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9861,0,,1904,
12648,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9859,0,,1904,
12670,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9846,0,,1904,
12683,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9875,0,,1904,
12687,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9868,0,,1904,
10751,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8411,0,,1904,
11192,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8992,0,,1904,
11196,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8713,0,,1904,
11537,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9067,0,,1904,
11554,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9041,0,,1904,
11561,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9056,0,,1904,
11592,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9036,0,,1904,
11603,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9026,0,,1904,
11694,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9106,0,,1904,
11709,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9120,0,,1904,
12487,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9687,0,,1904,
12488,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9686,0,,1904,
12490,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9685,0,,1904,
13430,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/10471,0,,1904,
5318,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4063,0,,1904,
5319,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4061,0,,1904,
8970,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/6887,0,,1904,
11893,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9285,0,,1904,
12287,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9604,0,,1904,
12448,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9654,0,,1904,
12457,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9659,0,,1904,
12458,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9658,0,,1904,
12464,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9666,0,,1904,
12465,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9667,0,,1904,
12467,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9664,0,,1904,
12478,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9862,0,,1904,
12568,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9782,0,,1904,
12578,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9778,0,,1904,
12612,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9847,0,,1904,
12646,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9858,0,,1904,
12652,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9857,0,,1904,
12664,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9856,0,,1904,
12685,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9871,0,,1904,
11197,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8714,5/24/1977,,1977,
11802,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9220,4/18/1980,,1980,
12281,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9526,7/27/1983,,1983,
46226,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/40951,6/27/1984,,1984,
45902,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/40957,5/29/1985,,1985,
45171,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/40661,8/20/1987,,1987,
37739,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/32500,1/31/1989,,1989,
12466,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9665,3/12/1990,,1990,
42096,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/37239,5/24/1991,,1991,
42827,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/37366,6/6/1991,,1991,
11696,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9107,2/10/1993,,1993,
11567,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9076,3/7/1995,,1995,
12264,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9600,1/29/1996,,1996,
11609,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9052,5/10/1996,,1996,
11697,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9108,6/28/1996,,1996,
12626,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9860,11/26/1996,,1996,
11551,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9044,1/17/1997,,1997,
11591,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9037,2/21/1997,,1997,
15248,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/12027,5/8/1997,,1997,
11601,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9028,6/27/1997,,1997,
9216,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/7267,6/27/1997,,1997,
11552,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9042,9/15/1997,,1997,
11571,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9073,10/25/1997,,1997,
11550,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9055,2/19/1998,,1998,
12447,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9656,5/6/1999,,1999,
11193,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/8711,5/7/1999,,1999,
12300,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9885,6/1/1999,,1999,
11710,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9121,6/4/1999,,1999,
12610,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9849,2/7/2000,,2000,
12482,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9688,4/6/2000,,2000,
11416,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9015,4/27/2000,,2000,
22420,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/18648,5/19/2000,,2000,
14539,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/11405,6/27/2001,,2001,
11562,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9057,8/13/2001,,2001,
11556,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9048,2/15/2002,,2002,
11557,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9047,3/7/2002,,2002,
11606,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9069,4/1/2002,,2002,
5326,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4062,6/10/2002,,2002,
11589,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9040,8/16/2002,,2002,
36022,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/31139,10/7/2002,,2002,
12486,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9690,11/15/2002,,2002,
12668,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9854,4/30/2003,,2003,
11599,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9030,9/23/2003,,2003,
10642,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/8350,10/10/2003,,2003,
11590,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9039,12/1/2003,,2003,
12468,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9662,2/24/2004,,2004,
12277,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9524,3/1/2004,,2004,
5320,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4059,6/7/2004,,2004,
5317,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4058,10/27/2004,,2004,
12480,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9691,12/1/2004,,2004,
5323,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4060,12/8/2004,,2004,
11573,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9071,6/2/2005,,2005,
12669,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9852,6/3/2005,,2005,
12459,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9660,6/3/2005,,2005,
5316,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4057,6/6/2005,,2005,
12665,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9855,6/8/2005,,2005,
5314,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/4056,6/9/2005,,2005,
12686,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9869,7/22/2005,,2005,
11597,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/9033,9/23/2005,,2005,
5072,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/3918,11/11/2005,,2005,
12679,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9874,11/11/2005,,2005,
12263,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/9516,12/9/2005,,2005,
3449,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/2579,6/8/2006,,2006,
4051,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/3122,8/2/2006,,2006,
4030,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/3112,9/19/2006,,2006,
4921,Doctor of Philosophy (Ph. D.),Geography,Geography,,Science,http://hdl.handle.net/1957/3785,10/10/2006,,2006,
4933,Master of Science (M.S.),Geography,Geography,,Science,http://hdl.handle.net/1957/3822,12/1/2006,,2006,
